TimeInterval,Time,WeekDay,HoliDay,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,交通量,Rains
2024/05/26,19:10,0,1,01F0633S,01F0664S,5,79,3,
2024/05/26,19:10,0,1,01F0633N,01H0579N,31,79,33,
2024/05/26,19:10,0,1,01F0633N,01H0579N,32,79,10,
2024/05/26,19:10,0,1,01F0633N,01H0579N,41,72,1,
2024/05/26,19:10,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,19:10,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,19:10,0,1,01F0578S,01H0610S,31,82,38,
2024/05/26,19:10,0,1,01F0578S,01H0610S,32,82,5,
2024/05/26,19:10,0,1,01F0578S,01H0610S,41,82,3,
2024/05/26,19:10,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,19:10,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:15,0,1,01F0584N,01F0557N,31,90,215,
2024/05/26,19:15,0,1,01F0584N,01F0557N,32,90,41,
2024/05/26,19:15,0,1,01F0584N,01F0557N,41,86,14,
2024/05/26,19:15,0,1,01F0584N,01F0557N,42,86,3,
2024/05/26,19:15,0,1,01F0584N,01F0557N,5,86,5,
2024/05/26,19:15,0,1,01F0633N,01F0584N,31,86,175,
2024/05/26,19:15,0,1,01F0633N,01F0584N,32,86,35,
2024/05/26,19:15,0,1,01F0633N,01F0584N,41,50,4,
2024/05/26,19:15,0,1,01F0633N,01F0584N,42,79,4,
2024/05/26,19:15,0,1,01F0633N,01F0584N,5,79,6,
2024/05/26,19:15,0,1,01F0578S,01F0633S,31,90,123,
2024/05/26,19:15,0,1,01F0578S,01F0633S,32,90,25,
2024/05/26,19:15,0,1,01F0578S,01F0633S,41,79,1,
2024/05/26,19:15,0,1,01F0578S,01F0633S,42,86,1,
2024/05/26,19:15,0,1,01F0578S,01F0633S,5,79,2,
2024/05/26,19:15,0,1,01F0633S,01F0664S,31,93,189,
2024/05/26,19:15,0,1,01F0633S,01F0664S,32,93,24,
2024/05/26,19:15,0,1,01F0633S,01F0664S,41,82,2,
2024/05/26,19:15,0,1,01F0633S,01F0664S,42,75,1,
2024/05/26,19:15,0,1,01F0633S,01F0664S,5,82,1,
2024/05/26,19:15,0,1,01F0633N,01H0579N,31,82,50,
2024/05/26,19:15,0,1,01F0633N,01H0579N,32,82,5,
2024/05/26,19:15,0,1,01F0633N,01H0579N,41,7,1,
2024/05/26,19:15,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,19:15,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,19:15,0,1,01F0578S,01H0610S,31,82,43,
2024/05/26,19:15,0,1,01F0578S,01H0610S,32,75,10,
2024/05/26,19:15,0,1,01F0578S,01H0610S,41,77,2,
2024/05/26,19:15,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,19:15,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:20,0,1,01F0584N,01F0557N,31,90,212,
2024/05/26,19:20,0,1,01F0584N,01F0557N,32,86,44,
2024/05/26,19:20,0,1,01F0584N,01F0557N,41,84,12,
2024/05/26,19:20,0,1,01F0584N,01F0557N,42,81,4,
2024/05/26,19:20,0,1,01F0584N,01F0557N,5,81,4,
2024/05/26,19:20,0,1,01F0633N,01F0584N,31,86,191,
2024/05/26,19:20,0,1,01F0633N,01F0584N,32,86,31,
2024/05/26,19:20,0,1,01F0633N,01F0584N,41,75,6,
2024/05/26,19:20,0,1,01F0633N,01F0584N,42,77,4,
2024/05/26,19:20,0,1,01F0633N,01F0584N,5,75,4,
2024/05/26,19:20,0,1,01F0578S,01F0633S,31,90,153,
2024/05/26,19:20,0,1,01F0578S,01F0633S,32,90,35,
2024/05/26,19:20,0,1,01F0578S,01F0633S,41,77,2,
2024/05/26,19:20,0,1,01F0578S,01F0633S,42,75,3,
2024/05/26,19:20,0,1,01F0578S,01F0633S,5,77,8,
2024/05/26,19:20,0,1,01F0633S,01F0664S,31,93,145,
2024/05/26,19:20,0,1,01F0633S,01F0664S,32,93,37,
2024/05/26,19:20,0,1,01F0633S,01F0664S,41,86,3,
2024/05/26,19:20,0,1,01F0633S,01F0664S,42,86,3,
2024/05/26,19:20,0,1,01F0633S,01F0664S,5,82,2,
2024/05/26,19:20,0,1,01F0633N,01H0579N,31,79,42,
2024/05/26,19:20,0,1,01F0633N,01H0579N,32,79,10,
2024/05/26,19:20,0,1,01F0633N,01H0579N,41,82,1,
2024/05/26,19:20,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,19:20,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,19:20,0,1,01F0578S,01H0610S,31,86,47,
2024/05/26,19:20,0,1,01F0578S,01H0610S,32,86,10,
2024/05/26,19:20,0,1,01F0578S,01H0610S,41,84,2,
2024/05/26,19:20,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,19:20,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:25,0,1,01F0584N,01F0557N,31,86,231,
2024/05/26,19:25,0,1,01F0584N,01F0557N,32,82,63,
2024/05/26,19:25,0,1,01F0584N,01F0557N,41,82,7,
2024/05/26,19:25,0,1,01F0584N,01F0557N,42,79,1,
2024/05/26,19:25,0,1,01F0584N,01F0557N,5,77,4,
2024/05/26,19:25,0,1,01F0633N,01F0584N,31,86,227,
2024/05/26,19:25,0,1,01F0633N,01F0584N,32,81,42,
2024/05/26,19:25,0,1,01F0633N,01F0584N,41,86,3,
2024/05/26,19:25,0,1,01F0633N,01F0584N,42,79,1,
2024/05/26,19:25,0,1,01F0633N,01F0584N,5,73,2,
2024/05/26,19:25,0,1,01F0578S,01F0633S,31,93,171,
